idx,000 degree.png,030 degree.png,060 degree.png,090 degree.png,120 degree.png,150 degree.png,180 degree.png
-20,-0.020060416099466055,0.04370835186302509,-0.034725731138317666,-0.09695263884513886,0.02993268966920262,0.017504208998681554,-0.020060416099466055
-19,0.026017679896671385,0.020675938628155983,0.054319837281548836,-0.019131929366699843,0.009979095779247327,0.0173849171177884,0.026017679896671385
-18,0.03320884209088096,-0.042863221840506095,0.0487546853831851,-0.07490168271555826,-0.009299631952555404,-0.04386326184080503,0.03320884209088096
-17,-0.023224252969117225,0.02110290751071153,0.07644909706249534,0.016884017387592952,0.009841749012811457,0.004146522195132618,-0.023224252969117225
-16,-0.14459362258682973,-0.023241104623403855,0.0016058047061996141,-0.06384085971046526,0.06575112663445681,-0.08009480326720875,-0.14459362258682973
-15,0.03288604968174668,-0.01441389728083459,0.07757967104854105,-0.04541038154778516,-0.008866879091876874,-0.04790799373235771,0.03288604968174668
-14,0.10666353525695928,0.05456323952324549,0.0355104840125501,-0.04957228434224991,0.01699625752484306,0.04125910675963523,0.10666353525695928
-13,-0.06608173397931749,0.016657886585266412,0.028931979599023484,-0.04137151088943469,-0.040938257896285066,0.012696221048798176,-0.06608173397931749
-12,-0.23337614912514956,0.18224769816847208,-0.1160480335843167,-0.0748899353569369,0.20591577146791915,-0.044738882174110886,-0.23337614912514956
-11,0.08418803298085945,0.005251841116537731,0.04234097696619724,-0.029445326676207192,0.0036078190632352087,-0.06993114028119082,0.08418803298085945
-10,0.22028169454200203,0.3316102336899516,-0.25830936309792696,-0.0452788713777308,0.24204017568479338,-0.09358593775304921,0.22028169454200203
-9,-0.05157235484042649,-0.12832706797122628,-0.005484650826394488,-0.05278866745653517,-0.046408438827996175,-0.1374729823785376,-0.05157235484042649
-8,-0.637504792185858,0.09822681224989864,-0.789727234372648,-0.17017005561733117,0.5292049482995878,0.6826960046118535,-0.637504792185858
-7,-0.053816120658929364,-0.028580488988809136,-0.06319164612838361,-0.10732611009565746,-0.022660714277211093,-0.012288304949615175,-0.053816120658929364
-6,1.2622291811851596,-1.5524489966628274,-1.3358308118330573,-0.3373932020250413,0.6481209940215085,2.3821717855236764,1.2622291811851596
-5,0.01113535808935658,0.01151505754670677,-0.03584741447680781,-0.01867529723021206,0.2256031258757176,-0.046160982302238175,0.01113535808935658
-4,-3.0445113117489786,-6.8565467317844435,-1.622944490920807,-0.923780370060381,0.019645193248476245,5.518642207561471,-3.0445113117489786
-3,0.11990196080932712,-0.2891014936689253,-0.002489622923802358,0.11272301577197434,0.28530602262815496,0.15621505223155138,0.11990196080932712
-2,5.904649261552802,-9.923283618571311,1.4159797013804576,-1.7577961094771757,-4.481307242438872,3.1328834467737097,5.904649261552802
-1,-0.08685100406735988,-0.24626135394045684,-0.2925246951250924,0.07803627215250267,0.2468528717307137,0.18065875783332386,-0.08685100406735988
0,-26.131063208173863,141.54056010448724,96.5056273408697,-8.1125262697945,-106.12298025717185,-163.38683216563714,-26.131063208173863
1,-0.004441655319254334,0.5818707067749123,0.6473504139358157,0.7298015473703829,0.421068471983415,1.4540877031063149,-0.004441655319254334
2,-8.647969709445308,85.8165568825417,54.34663300628186,2.795343958080971,-51.80505374759832,-85.54383588476173,-8.647969709445308
3,0.06172163140915432,-0.1476917581828151,0.10179954883815365,-0.01615466048638889,-0.05874400407183585,0.06872351148523101,0.06172163140915432
